"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 10월 19일","0.8140","0.8119","0.8176","0.7638","11.08K","0.25%"
"2019년 10월 18일","0.8119","0.8301","0.8697","0.7995","12.71K","-2.19%"
"2019년 10월 17일","0.8301","0.8060","0.8362","0.8023","11.89K","2.99%"
"2019년 10월 16일","0.8060","0.8216","0.8531","0.8001","11.49K","-1.91%"
"2019년 10월 15일","0.8216","0.8634","0.8854","0.8216","12.78K","-4.84%"
"2019년 10월 14일","0.8634","0.8622","0.8718","0.8254","11.68K","0.13%"
"2019년 10월 13일","0.8622","0.8921","0.9150","0.8500","12.33K","-3.35%"
"2019년 10월 12일","0.8921","0.9163","0.9310","0.8921","11.33K","-2.64%"
"2019년 10월 11일","0.9163","0.9050","0.9336","0.9013","11.34K","1.25%"
"2019년 10월 10일","0.9050","0.9177","0.9326","0.9010","12.02K","-1.38%"
"2019년 10월 09일","0.9177","0.9646","0.9723","0.9009","10.14K","-4.87%"
"2019년 10월 08일","0.9646","0.9295","0.9848","0.9137","11.10K","3.78%"
"2019년 10월 07일","0.9295","0.8821","0.9424","0.8790","11.00K","5.37%"
"2019년 10월 06일","0.8821","0.8791","0.9100","0.8756","11.25K","0.34%"
"2019년 10월 05일","0.8791","0.9178","0.9234","0.8783","10.54K","-4.22%"
"2019년 10월 04일","0.9178","0.8939","0.9179","0.8564","11.74K","2.67%"
"2019년 10월 03일","0.8939","0.9036","0.9080","0.8539","11.98K","-1.07%"
"2019년 10월 02일","0.9036","0.8858","0.9201","0.8666","9.87K","2.01%"
"2019년 10월 01일","0.8858","0.8713","0.9196","0.8619","10.31K","1.67%"
"2019년 09월 30일","0.8713","0.8820","0.8996","0.8439","13.46K","-1.22%"
"2019년 09월 29일","0.8820","0.8864","0.9224","0.8501","9.46K","-0.49%"
"2019년 09월 28일","0.8864","0.8972","0.9401","0.8864","10.42K","-1.21%"
"2019년 09월 27일","0.8972","0.9028","0.9340","0.8537","13.09K","-0.62%"
"2019년 09월 26일","0.9028","0.9126","0.9672","0.8503","12.63K","-1.07%"
"2019년 09월 25일","0.9126","0.8876","0.9500","0.7500","12.11K","2.81%"
"2019년 09월 24일","0.8876","0.9783","0.9895","0.8486","10.95K","-9.27%"
"2019년 09월 23일","0.9783","0.9903","0.9970","0.9597","11.89K","-0.33%"
"2019년 09월 22일","0.9815","1.0211","1.0482","0.9804","13.36K","-3.88%"
"2019년 09월 21일","1.0211","1.0297","1.0574","1.0014","11.31K","-0.83%"
"2019년 09월 20일","1.0297","1.0120","1.0995","0.9889","10.09K","1.75%"
"2019년 09월 19일","1.0120","1.0330","1.0635","0.9804","11.90K","-2.03%"
"2019년 09월 18일","1.0330","0.9918","1.0823","0.9774","12.04K","4.15%"
"2019년 09월 17일","0.9918","0.9566","0.9962","0.9545","13.03K","3.68%"
"2019년 09월 16일","0.9566","0.9568","0.9797","0.9536","11.80K","-0.02%"
"2019년 09월 15일","0.9568","0.9770","0.9990","0.9498","11.73K","-2.07%"
"2019년 09월 14일","0.9770","0.9801","1.0277","0.9347","11.38K","-0.32%"
"2019년 09월 13일","0.9801","1.0144","1.0491","0.9480","12.31K","-3.37%"
"2019년 09월 12일","1.0144","1.0201","1.0463","0.9430","14.97K","-0.57%"
"2019년 09월 11일","1.0201","1.0377","1.0725","0.9916","10.98K","-1.70%"
"2019년 09월 10일","1.0377","1.0701","1.1217","0.9673","11.43K","-3.02%"
"2019년 09월 09일","1.0701","1.0823","1.1229","1.0522","11.17K","-1.13%"
"2019년 09월 08일","1.0823","1.0761","1.1666","1.0415","11.89K","0.58%"
"2019년 09월 07일","1.0761","1.0348","1.0884","1.0323","10.94K","4.00%"
"2019년 09월 06일","1.0348","1.0849","1.0923","1.0269","14.09K","-4.62%"
"2019년 09월 05일","1.0849","1.1286","1.1472","1.0707","11.22K","-3.87%"
"2019년 09월 04일","1.1286","1.1576","1.1703","1.1009","12.07K","-2.51%"
"2019년 09월 03일","1.1576","1.1777","1.1900","1.1084","10.28K","-1.70%"
"2019년 09월 02일","1.1777","1.1503","1.1777","1.0970","10.99K","2.38%"
"2019년 09월 01일","1.1503","1.1114","1.1602","1.1066","10.35K","3.49%"
"2019년 08월 31일","1.1114","1.1451","1.1681","1.0850","10.66K","-2.94%"
"2019년 08월 30일","1.1451","1.1434","1.1982","1.0796","10.60K","0.15%"
"2019년 08월 29일","1.1434","1.1218","1.1794","1.1119","12.19K","1.92%"
"2019년 08월 28일","1.1218","1.2364","1.2901","1.1111","11.38K","-9.27%"
"2019년 08월 27일","1.2364","1.2037","1.2457","1.2036","12.07K","2.72%"
"2019년 08월 26일","1.2037","1.2249","1.2350","1.2024","10.35K","-1.73%"
"2019년 08월 25일","1.2249","1.2114","1.3099","1.2031","10.70K","1.12%"
"2019년 08월 24일","1.2114","1.2862","1.3096","1.1727","12.84K","-5.81%"
"2019년 08월 23일","1.2862","1.2189","1.3049","1.2096","11.02K","5.52%"
"2019년 08월 22일","1.2189","1.1900","1.2866","1.1808","10.42K","2.43%"
"2019년 08월 21일","1.1900","1.2142","1.2237","1.1542","12.74K","-1.99%"
"2019년 08월 20일","1.2142","1.2437","1.2863","1.1824","11.42K","-2.37%"
"2019년 08월 19일","1.2437","1.2354","1.2718","1.2323","8.72K","0.67%"
"2019년 08월 18일","1.2354","1.3004","1.3148","1.2206","10.50K","-5.00%"
"2019년 08월 17일","1.3004","1.1780","1.4490","1.1770","12.78K","10.39%"
"2019년 08월 16일","1.1780","1.2186","1.2483","1.1608","11.53K","-3.33%"
"2019년 08월 15일","1.2186","1.1982","1.2412","1.1475","11.53K","1.71%"
"2019년 08월 14일","1.1982","1.2415","1.2658","1.1562","10.64K","-3.49%"
"2019년 08월 13일","1.2415","1.2205","1.2648","1.1901","11.26K","1.72%"
"2019년 08월 12일","1.2205","1.2638","1.2982","1.2120","10.22K","-3.43%"
"2019년 08월 11일","1.2638","1.2188","1.2992","1.1767","11.34K","3.69%"
"2019년 08월 10일","1.2188","1.2446","1.3268","1.1792","10.30K","-2.07%"
"2019년 08월 09일","1.2446","1.2647","1.2841","1.2446","11.40K","-1.59%"
"2019년 08월 08일","1.2647","1.2642","1.3849","1.2418","10.72K","0.03%"
"2019년 08월 07일","1.2642","1.2517","1.3742","1.2363","8.89K","1.00%"
"2019년 08월 06일","1.2517","1.3103","1.3374","1.2004","4.84K","-4.47%"
"2019년 08월 05일","1.3103","1.3390","1.3696","1.2888","2.89K","-2.14%"
"2019년 08월 04일","1.3390","1.3433","1.3673","1.3266","3.58K","-0.32%"
"2019년 08월 03일","1.3433","1.3440","1.3825","1.3297","3.36K","-0.06%"
"2019년 08월 02일","1.3440","1.3054","1.4117","1.3054","3.27K","2.96%"
"2019년 08월 01일","1.3054","1.4250","1.4365","1.2250","4.21K","-8.40%"
"2019년 07월 31일","1.4250","1.3832","1.4715","1.3699","3.71K","3.02%"
"2019년 07월 30일","1.3832","1.4009","1.4313","1.3771","3.53K","-1.27%"
"2019년 07월 29일","1.4009","1.3710","1.4534","1.3710","5.98K","2.19%"
"2019년 07월 28일","1.3710","1.4633","1.4931","1.3524","2.98K","-6.31%"
"2019년 07월 27일","1.4633","1.5652","1.5935","1.4556","3.70K","-6.51%"
"2019년 07월 26일","1.5652","1.6257","1.6257","1.5652","4.87K","-3.72%"
"2019년 07월 25일","1.6257","1.6345","1.7092","1.5740","3.09K","-0.54%"
"2019년 07월 24일","1.6345","1.5197","1.7034","1.4941","4.23K","7.55%"
"2019년 07월 23일","1.5197","1.5312","1.7452","1.3488","7.83K","-0.75%"
